"","NCTNum","Site","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success"
"1118","NCT00003270","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: busulfan|Drug: cyclophosphamide|Drug: cyclosporine|Drug: methylprednisolone|Procedure: bone marrow ablation with stem cell support|Procedure: umbilical cord blood transplantation|Radiation: radiation therapy","20",20,"No Results Available","Drug",4,1
"1119","NCT00002765","Leukemia","Completed","Biological: LMB-2 immunotoxin","10",NA,"No Results Available","Bio",2,1
"1120","NCT02771340","Melanoma","Completed","Biological: ICON-1","10",10,"No Results Available","Bio",2,1
"1121","NCT01220128","Breast","Terminated","Biological: GSK Biologicals' recombinant WT1 Antigen-Specific Cancer Immunotherapeutic (ASCI) GSK2302024A|Drug: Placebo|Drug: Aromatase inhibitor|Drug: 5-Fluorouracil|Drug: Carboplatin AUC|Drug: Cyclophosphamide|Drug: Docetaxel|Drug: Doxorubicin|Drug: Epirubicin|Drug: Paclitaxel|Drug: Trastuzumab","20",66,"Has Results","Drug",4,0
"1122","NCT00003396","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: graft-versus-tumor induction therapy|Drug: cyclophosphamide|Drug: melphalan|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",42,"No Results Available","Drug",4,1
"1123","NCT01181258","Leukemia","Completed","Drug: Rituximab|Biological: Interleukin-2|Biological: Natural killer cells|Drug: Cyclophosphamide|Drug: Methylprednisolone|Drug: Fludarabine","20",16,"Has Results","Both",4,1
"1124","NCT03468985","Lung","Suspended","Drug: Cabozantinib S-malate|Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Nivolumab","20",169,"No Results Available","Both",4,0
"1125","NCT01212822","Esophagus","Completed","Biological: bevacizumab|Drug: oxaliplatin|Drug: leucovorin calcium|Drug: fluorouracil|Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis","20",20,"No Results Available","Drug",4,1
"1126","NCT00016055","Melanoma","Unknown status","Biological: lymphokine-activated killer cells|Drug: temozolomide","10",18,"No Results Available","Drug",2,0
"1127","NCT01282463","Kidney","Completed","Drug: Docetaxel|Biological: Ramucirumab DP|Biological: IMC-18F1","20",148,"No Results Available","Both",4,1
"1128","NCT00091130","Cervix","Completed","Biological: HspE7|Other: placebo|Other: laboratory biomarker analysis","20",139,"No Results Available","Bio",4,1
"1129","NCT00003597","Cancer","Completed","Biological: recombinant human thrombopoietin|Drug: carboplatin|Drug: etoposide|Drug: ifosfamide|Biological: G-CSF","10",16,"No Results Available","Both",2,1
"1130","NCT00003116","Leukemia","Completed","Biological: filgrastim|Drug: busulfan|Drug: cyclophosphamide|Drug: cyclosporine|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation","20",66,"No Results Available","Drug",4,1
"1131","NCT00104975","Leukemia","Completed","Biological: alemtuzumab|Biological: therapeutic allogeneic lymphocytes|Drug: fludarabine phosphate|Drug: melphalan|Drug: tacrolimus|Drug: thiotepa|Procedure: peripheral blood stem cell transplantation","10",20,"No Results Available","Drug",2,1
"1132","NCT00629057","Prostate","Completed","Biological: MVA-BN-PRO","10",24,"No Results Available","Bio",2,1
"1133","NCT00520975","Breast","Terminated","Biological: Bevacizumab|Drug: Carboplatin|Drug: Paclitaxel|Other: Placebo|Biological: Trastuzumab","30",96,"Has Results","Both",6,0
"1134","NCT00004232","Leukemia","Completed","Biological: filgrastim|Drug: cyclosporine|Drug: methylprednisolone|Drug: prednisone|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","10",NA,"No Results Available","Drug",2,1
"1135","NCT00676507","Lung","Completed","Biological: Lucanix™|Other: Placebo Comparator","30",532,"No Results Available","Bio",6,1
"1136","NCT01792505","Brain","Completed","Biological: Dendritic Cell Vaccine in combination with Imiquimod cream","10",71,"No Results Available","Bio",2,1
"1137","NCT00104910","Cervix","Completed","Radiation: Internal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Biological: Cetuximab|Drug: Cisplatin","10",64,"No Results Available","Drug",2,1
"1138","NCT00601627","Pancreas","Completed","Biological: panitumumab|Drug: capecitabine|Drug: fluorouracil|Drug: gemcitabine hydrochloride|Radiation: radiation therapy","20",52,"Has Results","Drug",4,1
"1139","NCT00025558","Brain","Completed","Biological: filgrastim|Drug: carboplatin|Drug: temozolomide|Drug: thiotepa|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","10",NA,"No Results Available","Drug",2,1
"1140","NCT00004040","Leukemia","Withdrawn","Biological: recombinant interferon alfa|Biological: rituximab","20",0,"No Results Available","Bio",4,0
"1141","NCT00098787","Colorectal","Completed","Biological: bevacizumab|Drug: fluorouracil|Drug: irinotecan hydrochloride|Drug: leucovorin calcium|Drug: Oxaliplatin","20",247,"Has Results","Drug",4,1
"1142","NCT00054236","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: umbilical cord blood transplantation|Drug: methylprednisolone","10",55,"No Results Available","Drug",2,1
"1143","NCT00062426","Colorectal","Completed","Biological: bevacizumab|Drug: capecitabine|Drug: fluorouracil|Drug: leucovorin calcium|Drug: oxaliplatin","30",NA,"No Results Available","Drug",6,1
"1144","NCT00002809","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Biological: sargramostim|Biological: therapeutic immune globulin|Drug: cyclophosphamide|Drug: methotrexate|Drug: tacrolimus|Procedure: allogeneic bone marrow transplantation|Radiation: radiation therapy","20",10,"No Results Available","Drug",4,1
"1145","NCT00818961","Leukemia","Terminated","Biological: alemtuzumab|Biological: graft-versus-tumor induction therapy|Biological: rituximab|Drug: busulfan|Drug: cyclophosphamide|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: allogeneic bone marrow transplantation","20",36,"Has Results","Drug",4,0
"1146","NCT00381173","Breast","Completed","Drug: Cyclophosphamide & ZYC300 (ZYC300 with cyclophosphamide pre-dosing)","10",22,"No Results Available","Drug",2,1
"1147","NCT00016406","Breast","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin|Drug: paclitaxel|Procedure: surgery","30",399,"No Results Available","Drug",6,1
"1148","NCT00108732","Prostate","Completed","Drug: Bicalutamide|Drug: Goserelin Acetate|Biological: Recombinant Fowlpox-PSA(L155)/TRICOM Vaccine|Biological: Recombinant Vaccinia-TRICOM Vaccine|Biological: Sargramostim","20",50,"Has Results","Both",4,1
"1149","NCT00699491","Breast","Completed","Biological: Cixutumumab|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Drug: Temsirolimus","15",48,"Has Results","Drug",3,1
"1150","NCT00352300","Ovary","Completed","Procedure: Adjuvant Therapy|Drug: Carboplatin|Drug: Paclitaxel|Biological: Pegfilgrastim","10",43,"No Results Available","Both",2,1
"1151","NCT00051480","Esophagus","Completed","Genetic: TNFerade","20",NA,"No Results Available","Drug",4,1
"1152","NCT00058825","Leukemia","Terminated","Biological: Campath 1H|Drug: Fludarabine|Procedure: Stem Cell Transplant|Radiation: Total Body Irradiation (TBI)|Drug: FK506 (Tacrolimus) or Cyclosporine","15",27,"Has Results","Drug",3,0
"1153","NCT00118053","Breast","Terminated","Biological: herceptin|Drug: carboplatin|Drug: docetaxel|Procedure: conventional surgery|Procedure: radiation therapy","20",5,"Has Results","Drug",4,0
"1154","NCT00116467","Leukemia","Completed","Biological: GVAX leukemia vaccine (therapeutic cellular vaccine, GM-CSF producing)","20",55,"No Results Available","Bio",4,1
"1155","NCT01145508","Prostate","Terminated","Drug: Docetaxel|Other: Laboratory Biomarker Analysis|Drug: Prednisone|Biological: Recombinant Fowlpox-PSA(L155)/TRICOM Vaccine|Biological: Rilimogene Galvacirepvec","20",10,"Has Results","Both",4,0
"1156","NCT00324987","Stomach","Terminated","Biological: Bevacizumab|Drug: Imatinib Mesylate|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study","30",12,"Has Results","Drug",6,0
"1157","NCT00546377","Leukemia","Completed","Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Biological: sargramostim|Drug: cyclophosphamide|Drug: mitoxantrone hydrochloride|Drug: pentostatin|Genetic: fluorescence in situ hybridization|Genetic: gene rearrangement analysis|Genetic: polymerase chain reaction|Genetic: protein expression analysis|Other: flow cytometry|Procedure: biopsy","15",50,"Has Results","Drug",3,1
"1158","NCT00003425","Breast","Completed","Biological: filgrastim|Drug: amifostine trihydrate|Drug: cyclophosphamide|Drug: melphalan|Procedure: peripheral blood stem cell transplantation","15",25,"No Results Available","Drug",3,1
"1159","NCT00109993","Breast","Completed","Biological: alemtuzumab|Drug: methylprednisolone|Drug: tacrolimus","20",34,"No Results Available","Drug",4,1
"1160","NCT00314106","Melanoma","Completed","Biological: Melanoma Reactive TIL|Drug: Cyclophosphamide|Biological: IL-2|Drug: Fludarabine|Radiation: 1200 total body irradiation (TBI)","20",26,"Has Results","Both",4,1
"1161","NCT00084318","Head_Neck","Completed","Biological: cetuximab|Drug: cisplatin|Drug: docetaxel|Radiation: radiation therapy","20",238,"Has Results","Drug",4,1
"1162","NCT00436930","Melanoma","Completed","Biological: autologous tumor cell vaccine|Biological: sargramostim|Biological: therapeutic autologous dendritic cells","20",200,"No Results Available","Bio",4,1
"1163","NCT00433381","Brain","Completed","Biological: Bevacizumab|Drug: Irinotecan Hydrochloride|Drug: Temozolomide","20",123,"Has Results","Drug",4,1
"1164","NCT00428077","Leukemia","Terminated","Biological: bcr-abl peptide vaccine|Genetic: reverse transcriptase-polymerase chain reaction","20",4,"Has Results","Drug",4,0
"1165","NCT00003962","Leukemia","Completed","Biological: aldesleukin","10",NA,"No Results Available","Bio",2,1
"1166","NCT02877082","Leukemia","Terminated","Biological: Thymoglobulin|Drug: Bortezomib|Drug: Tacrolimus","20",5,"Has Results","Drug",4,0
"1167","NCT00003091","Kidney","Completed","Biological: aldesleukin|Biological: recombinant interferon alfa","20",40,"No Results Available","Bio",4,1
"1168","NCT00998322","Pancreas","Completed","Biological: REOLYSIN|Drug: Gemcitabine","20",34,"No Results Available","Drug",4,1
"1169","NCT00057837","Lung","Completed","Biological: G-CSF|Drug: Cisplatin|Drug: Etoposide|Drug: Irinotecan|Drug: Topotecan","20",140,"Has Results","Drug",4,1
"1170","NCT00705640","Melanoma","Completed","Biological: incomplete Freund's adjuvant|Biological: multi-epitope melanoma peptide vaccine|Biological: tetanus toxoid helper peptide|Procedure: biopsy","10",45,"No Results Available","Bio",2,1
"1171","NCT00003107","Breast","Completed","Biological: recombinant interleukin-12","10",NA,"No Results Available","Bio",2,1
"1172","NCT00008008","Brain","Completed","Biological: filgrastim|Biological: sargramostim|Drug: cyclophosphamide|Drug: thiotepa|Procedure: autologous bone marrow transplantation|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation","20",40,"No Results Available","Drug",4,1
"1173","NCT00787761","Kidney","Completed","Biological: anti-thymocyte globulin|Drug: busulfan|Drug: cyclophosphamide|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: nonmyeloablative allogeneic HSCT","20",24,"Has Results","Drug",4,1
"1174","NCT00686166","Colorectal","Completed","Biological: cetuximab|Drug: capecitabine|Drug: oxaliplatin|Procedure: therapeutic surgical procedure|Radiation: radiation therapy","20",83,"Has Results","Drug",4,1
"1175","NCT00002657","Lymphoma","Completed","Biological: bleomycin sulfate|Biological: recombinant interferon alfa|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: methotrexate|Drug: prednisone|Drug: vincristine sulfate|Procedure: conventional surgery|Radiation: radiation therapy","20",20,"No Results Available","Drug",4,1
"1176","NCT00004074","Lung","Completed","Biological: recombinant interleukin-12|Biological: ABI-007/carboplatin/trastuzumab","10",15,"No Results Available","Bio",2,1
"1177","NCT00911170","Colorectal","Completed","Drug: Pegfilgrastim|Drug: Placebo|Biological: Bevacizumab|Drug: Standard Chemotherapy","30",847,"Has Results","Both",6,1
"1178","NCT00084604","Stomach","Completed","Drug: irinotecan hydrochloride|Biological: bevacizumab|Drug: cisplatin|Procedure: computed tomography|Other: laboratory biomarker analysis","20",47,"No Results Available","Both",4,1
"1179","NCT00047879","Brain","Completed","Biological: PEG-interferon alfa-2b|Drug: Thalidomide","20",7,"Has Results","Drug",4,1
"1180","NCT00006268","Brain","Completed","Biological: cintredekin besudotox|Drug: isolated perfusion|Procedure: conventional surgery","15",NA,"No Results Available","Drug",3,1
"1181","NCT00005087","Head_Neck","Completed","Biological: filgrastim|Drug: cisplatin|Drug: paclitaxel|Procedure: conventional surgery|Radiation: radiation therapy","20",105,"No Results Available","Drug",4,1
"1182","NCT00871533","Melanoma","Terminated","Drug: IFNa2b|Drug: PEG- IFNa2b","05",50,"No Results Available","Drug",1,0
"1183","NCT00257738","Head_Neck","Completed","Biological: MAGE-A3|Biological: HPV-16 vaccine","10",17,"No Results Available","Bio",2,1
"1184","NCT01875653","Melanoma","Terminated","Biological: Autologous Dendritic Cell-Tumor Cell Immunotherapy (DC-TC)|Biological: Autologous PBMCs in GM-CSF (MC)","30",250,"No Results Available","Bio",6,0
"1185","NCT03438344","Leukemia","Withdrawn","Biological: Multi-antigen CMV-Modified Vaccinia Ankara Vaccine|Other: Laboratory Biomarker Analysis|Other: Placebo","20",0,"No Results Available","Bio",4,0
"1186","NCT00903461","Head_Neck","Terminated","Biological: EGFR Antisense DNA","10",7,"No Results Available","Bio",2,0
"1187","NCT00458679","Leukemia","Completed","Biological: CD40 LIGAND AND IL-2-EXPRESSING TUMOR CELLS VACCINE","10",6,"No Results Available","Bio",2,1
"1188","NCT00003874","Leukemia","Completed","Biological: monoclonal antibody CD19|Biological: monoclonal antibody CD20|Procedure: in vitro-treated peripheral blood stem cell transplantation","15",NA,"No Results Available","Bio",3,1
"1189","NCT00089258","Brain","Completed","Biological: beta-glucan|Biological: monoclonal antibody 3F8|Biological: sargramostim|Drug: isotretinoin","20",74,"No Results Available","Drug",4,1
"1190","NCT00857545","Ovary","Completed","Other: Laboratory Biomarker Analysis|Biological: Polyvalent Antigen-KLH Conjugate Vaccine|Biological: Saponin-based Immunoadjuvant OBI-821","20",171,"Has Results","Bio",4,1
"1191","NCT00003229","Melanoma","Completed","Biological: aldesleukin|Biological: gp100 antigen|Biological: tyrosinase peptide","15",NA,"No Results Available","Bio",3,1
"1192","NCT00448201","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: sargramostim|Biological: therapeutic allogeneic lymphocytes|Drug: busulfan|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: nonmyeloablative allogeneic hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation","20",71,"Has Results","Drug",4,1
"1193","NCT01092728","Melanoma","Terminated","Drug: Dasatinib|Procedure: Surgical Resection","20",19,"Has Results","Drug",4,0
"1194","NCT00004904","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: cladribine|Drug: cyclophosphamide|Drug: etoposide|Drug: methylprednisolone|Drug: tacrolimus|Procedure: allogeneic bone marrow transplantation|Procedure: in vitro-treated peripheral blood stem cell transplantation","10",NA,"No Results Available","Drug",2,1
